coachID,year,tmID,lgID,stint,notes,g,w,l,t,postg,postw,postl,postt
guidobe01c,1973,BOS,NHL,1,,78.0,52.0,17.0,9.0,16,10,6,0
guidobe01c,1974,KCS,NHL,1,,80.0,15.0,54.0,11.0,,,,
guidobe01c,1975,KCS,NHL,1,,45.0,11.0,30.0,4.0,,,,
guidobe01c,1976,EDO,WHA,1,,63.0,25.0,36.0,2.0,,,,
gulutgl01c,2011,DAL,NHL,1,,82.0,42.0,35.0,5.0,,,,
hanlogl01c,2003,WAS,NHL,2,,54.0,15.0,30.0,9.0,,,,
hanlogl01c,2005,WAS,NHL,1,,82.0,29.0,41.0,12.0,,,,
hanlogl01c,2006,WAS,NHL,1,,82.0,28.0,40.0,14.0,,,,
hanlogl01c,2007,WAS,NHL,1,,21.0,6.0,14.0,1.0,,,,
hannajo01c,1974,CLC,WHA,1,,33.0,14.0,18.0,1.0,,,,
hareto01c,1909,COB,NHA,1,,12.0,4.0,8.0,0.0,,,,
harknne01c,1970,DET,NHL,1,,38.0,12.0,22.0,4.0,,,,
harribi01c,1972,OTN,WHA,1,,78.0,35.0,39.0,4.0,5,1,4,0
harribi01c,1973,TOT,WHA,1,,78.0,41.0,33.0,4.0,12,7,5,0
harribi01c,1974,TOT,WHA,1,,41.0,23.0,17.0,1.0,,,,
harrite01c,1975,MNS,NHL,1,,80.0,20.0,53.0,7.0,,,,
harrite01c,1976,MNS,NHL,1,,80.0,23.0,39.0,18.0,2,0,2,0
harrite01c,1977,MNS,NHL,1,,19.0,5.0,12.0,2.0,,,,
hartce01c,1926,MTL,NHL,1,,44.0,28.0,14.0,2.0,4,1,1,2
hartce01c,1927,MTL,NHL,1,,44.0,26.0,11.0,7.0,2,0,1,1
hartce01c,1928,MTL,NHL,1,,44.0,22.0,7.0,15.0,3,0,3,0
hartce01c,1929,MTL,NHL,1,,44.0,21.0,14.0,9.0,6,5,0,1
hartce01c,1930,MTL,NHL,1,,44.0,26.0,10.0,8.0,10,6,4,0
hartce01c,1931,MTL,NHL,1,,48.0,25.0,16.0,7.0,4,1,3,0
hartce01c,1936,MTL,NHL,1,,48.0,24.0,18.0,6.0,5,2,3,0
hartce01c,1937,MTL,NHL,1,,48.0,18.0,17.0,13.0,3,1,2,0
hartce01c,1938,MTL,NHL,1,,30.0,6.0,18.0,6.0,,,,
hartlbo01c,1998,COL,NHL,1,,82.0,44.0,28.0,10.0,19,11,8,0
hartlbo01c,1999,COL,NHL,1,,82.0,42.0,29.0,11.0,17,11,6,0
hartlbo01c,2000,COL,NHL,1,,82.0,52.0,20.0,10.0,23,16,7,0
hartlbo01c,2001,COL,NHL,1,,82.0,45.0,29.0,8.0,21,11,10,0
hartlbo01c,2002,ATL,NHL,3,,39.0,19.0,15.0,5.0,,,,
hartlbo01c,2002,COL,NHL,1,,31.0,10.0,12.0,9.0,,,,
hartlbo01c,2003,ATL,NHL,1,,82.0,33.0,41.0,8.0,,,,
hartlbo01c,2005,ATL,NHL,1,,82.0,41.0,33.0,8.0,,,,
hartlbo01c,2006,ATL,NHL,1,,82.0,43.0,28.0,11.0,4,0,4,0
hartlbo01c,2007,ATL,NHL,1,,6.0,0.0,6.0,0.0,,,,
hartscr01c,1995,CHI,NHL,1,,82.0,40.0,28.0,14.0,10,6,4,0
hartscr01c,1996,CHI,NHL,1,,82.0,34.0,35.0,13.0,6,2,4,0
hartscr01c,1997,CHI,NHL,1,,82.0,30.0,39.0,13.0,,,,
hartscr01c,1998,ANA,NHL,1,,82.0,35.0,34.0,13.0,4,0,4,0
hartscr01c,1999,ANA,NHL,1,,82.0,34.0,36.0,12.0,,,,
hartscr01c,2000,ANA,NHL,1,,33.0,11.0,18.0,4.0,,,,
hartscr01c,2008,OTT,NHL,1,,48.0,17.0,24.0,7.0,,,,
harvedo01c,1961,NYR,NHL,1,,70.0,26.0,32.0,12.0,6,2,4,0
haydo01c,1996,PHO,NHL,1,,82.0,38.0,37.0,7.0,7,3,4,0
haydo01c,2000,CAL,NHL,1,,68.0,23.0,32.0,13.0,,,,
heffefr01c,1919,TRS,NHL,1,,12.0,5.0,7.0,0.0,,,,
hennilo01c,1985,MNS,NHL,1,,80.0,38.0,33.0,9.0,5,2,3,0
hennilo01c,1986,MNS,NHL,1,,78.0,30.0,39.0,9.0,,,,
hennilo01c,1994,NYI,NHL,1,,48.0,15.0,28.0,5.0,,,,
hennilo01c,2000,NYI,NHL,2,,17.0,4.0,11.0,2.0,,,,
henryca01c,1972,NRA,WHA,1,,77.0,32.0,43.0,2.0,,,,
henryca01c,1973,NYJ,WHA,1,,20.0,6.0,12.0,2.0,,,,
hillmla01c,1977,WIJ,WHA,1,,80.0,50.0,28.0,2.0,9,8,1,0
hillmla01c,1978,WIJ,WHA,1,,61.0,28.0,27.0,6.0,,,,
hitchke01c,1995,DAL,NHL,2,,43.0,15.0,23.0,5.0,,,,
hitchke01c,1996,DAL,NHL,1,,82.0,48.0,26.0,8.0,7,3,4,0
hitchke01c,1997,DAL,NHL,1,,82.0,49.0,22.0,11.0,17,10,7,0
hitchke01c,1998,DAL,NHL,1,,82.0,51.0,19.0,12.0,23,16,7,0
hitchke01c,1999,DAL,NHL,1,,82.0,43.0,29.0,10.0,23,14,9,0
hitchke01c,2000,DAL,NHL,1,,82.0,48.0,26.0,8.0,10,4,6,0
hitchke01c,2001,DAL,NHL,1,,50.0,23.0,21.0,6.0,,,,
hitchke01c,2002,PHI,NHL,1,,82.0,45.0,24.0,13.0,13,6,7,0
hitchke01c,2003,PHI,NHL,1,,82.0,40.0,27.0,15.0,18,11,7,0
hitchke01c,2005,PHI,NHL,1,,82.0,45.0,26.0,11.0,6,2,4,0
hitchke01c,2006,CBS,NHL,3,,62.0,28.0,29.0,5.0,,,,
hitchke01c,2006,PHI,NHL,1,,8.0,1.0,6.0,1.0,,,,
hitchke01c,2007,CBS,NHL,1,,82.0,34.0,36.0,12.0,,,,
hitchke01c,2008,CBS,NHL,1,,82.0,41.0,31.0,10.0,4,0,4,0
hitchke01c,2009,CBS,NHL,1,,58.0,22.0,27.0,9.0,,,,
hitchke01c,2011,STL,NHL,2,,69.0,43.0,15.0,11.0,9,4,5,0
hlinkiv01c,2000,PIT,NHL,1,,82.0,42.0,31.0,9.0,18,9,9,0
hlinkiv01c,2001,PIT,NHL,1,,4.0,0.0,4.0,0.0,,,,
holmgpa01c,1988,PHI,NHL,1,,80.0,36.0,36.0,8.0,19,10,9,0
holmgpa01c,1989,PHI,NHL,1,,80.0,30.0,39.0,11.0,,,,
holmgpa01c,1990,PHI,NHL,1,,80.0,33.0,37.0,10.0,,,,
holmgpa01c,1991,PHI,NHL,1,,24.0,8.0,14.0,2.0,,,,
holmgpa01c,1992,HAR,NHL,1,,84.0,26.0,52.0,6.0,,,,
holmgpa01c,1993,HAR,NHL,1,,17.0,4.0,11.0,2.0,,,,
holmgpa01c,1994,HAR,NHL,1,,48.0,19.0,24.0,5.0,,,,
holmgpa01c,1995,HAR,NHL,1,,12.0,5.0,6.0,1.0,,,,
howelha01c,1973,NYJ,WHA,2,,58.0,26.0,30.0,2.0,,,,
howelha01c,1974,SDM,WHA,1,,78.0,43.0,31.0,4.0,10,4,6,0
howelha01c,1978,MNS,NHL,1,,11.0,3.0,6.0,2.0,,,,
huculsa01c,1974,PHR,WHA,1,,78.0,39.0,31.0,8.0,5,1,4,0
huculsa01c,1975,PHR,WHA,1,,80.0,39.0,35.0,6.0,5,2,3,0
hullbo01c,1972,WIJ,WHA,1,,78.0,43.0,31.0,4.0,14,9,5,0
hullbo01c,1973,WIJ,WHA,1,,78.0,34.0,39.0,5.0,4,0,4,0
hullbo01c,1974,WIJ,WHA,2,,13.0,4.0,9.0,0.0,,,,
huntebi01c,1974,EDO,WHA,2,,19.0,6.0,12.0,1.0,,,,
huntebi01c,1975,EDO,WHA,2,,33.0,9.0,21.0,3.0,4,0,4,0
hunteda02c,2011,WAS,NHL,2,,60.0,30.0,23.0,7.0,14,7,7,0
imlacpu01c,1958,TOR,NHL,2,,50.0,22.0,20.0,8.0,12,5,7,0
imlacpu01c,1959,TOR,NHL,1,,70.0,35.0,26.0,9.0,10,4,6,0
imlacpu01c,1960,TOR,NHL,1,,70.0,39.0,19.0,12.0,5,1,4,0
imlacpu01c,1961,TOR,NHL,1,,70.0,37.0,22.0,11.0,12,8,4,0
imlacpu01c,1962,TOR,NHL,1,,70.0,35.0,23.0,12.0,10,8,2,0
imlacpu01c,1963,TOR,NHL,1,,70.0,33.0,25.0,12.0,14,8,6,0
imlacpu01c,1964,TOR,NHL,1,,70.0,30.0,26.0,14.0,6,2,4,0
imlacpu01c,1965,TOR,NHL,1,,70.0,34.0,25.0,11.0,4,0,4,0
imlacpu01c,1966,TOR,NHL,1,,70.0,32.0,27.0,11.0,12,8,4,0
imlacpu01c,1967,TOR,NHL,1,,74.0,33.0,31.0,10.0,,,,
imlacpu01c,1968,TOR,NHL,1,,76.0,35.0,26.0,15.0,4,0,4,0
imlacpu01c,1970,BUF,NHL,1,,78.0,24.0,39.0,15.0,,,,
imlacpu01c,1971,BUF,NHL,1,,41.0,8.0,23.0,10.0,,,,
imlacpu01c,1979,TOR,NHL,3,,10.0,5.0,5.0,0.0,3,0,3,0
ingarea01c,1972,NYI,NHL,2,,30.0,6.0,22.0,2.0,,,,
inglibi01c,1978,BUF,NHL,2,,56.0,28.0,18.0,10.0,3,1,2,0
ingraro01c,1975,SDM,WHA,1,,80.0,36.0,38.0,6.0,11,5,6,0
ingraro01c,1976,SDM,WHA,1,,81.0,40.0,37.0,4.0,7,3,4,0
ingraro01c,1977,IND,WHA,1,,51.0,16.0,31.0,4.0,,,,
irvindi01c,1928,CHI,NHL,2,,12.0,2.0,6.0,4.0,,,,
irvindi01c,1930,CHI,NHL,1,,44.0,24.0,17.0,3.0,9,5,3,1
irvindi01c,1931,TOR,NHL,2,,43.0,23.0,15.0,5.0,7,5,1,1
irvindi01c,1932,TOR,NHL,1,,48.0,24.0,18.0,6.0,9,4,5,0
irvindi01c,1933,TOR,NHL,1,,48.0,26.0,13.0,9.0,5,2,3,0
irvindi01c,1934,TOR,NHL,1,,48.0,30.0,14.0,4.0,7,3,4,0
irvindi01c,1935,TOR,NHL,1,,48.0,23.0,19.0,6.0,9,4,5,0
irvindi01c,1936,TOR,NHL,1,,48.0,22.0,21.0,5.0,2,0,2,0
irvindi01c,1937,TOR,NHL,1,,48.0,24.0,15.0,9.0,7,4,3,0
irvindi01c,1938,TOR,NHL,1,,48.0,19.0,20.0,9.0,10,5,5,0
irvindi01c,1939,TOR,NHL,1,,48.0,25.0,17.0,6.0,10,6,4,0
irvindi01c,1940,MTL,NHL,1,,48.0,16.0,26.0,6.0,3,1,2,0
irvindi01c,1941,MTL,NHL,1,,48.0,18.0,27.0,3.0,3,1,2,0
irvindi01c,1942,MTL,NHL,1,,50.0,19.0,19.0,12.0,5,1,4,0
irvindi01c,1943,MTL,NHL,1,,50.0,38.0,5.0,7.0,9,8,1,0
irvindi01c,1944,MTL,NHL,1,,50.0,38.0,8.0,4.0,6,2,4,0
irvindi01c,1945,MTL,NHL,1,,50.0,28.0,17.0,5.0,9,8,1,0
irvindi01c,1946,MTL,NHL,1,,60.0,34.0,16.0,10.0,11,6,5,0
irvindi01c,1947,MTL,NHL,1,,60.0,20.0,29.0,11.0,,,,
irvindi01c,1948,MTL,NHL,1,,60.0,28.0,23.0,9.0,7,3,4,0
irvindi01c,1949,MTL,NHL,1,,70.0,29.0,22.0,19.0,5,1,4,0
irvindi01c,1950,MTL,NHL,1,,70.0,25.0,30.0,15.0,11,5,6,0
irvindi01c,1951,MTL,NHL,1,,70.0,34.0,26.0,10.0,11,4,7,0
irvindi01c,1952,MTL,NHL,1,,70.0,28.0,23.0,19.0,12,8,4,0
irvindi01c,1953,MTL,NHL,1,,70.0,35.0,24.0,11.0,11,7,4,0
irvindi01c,1954,MTL,NHL,1,,70.0,41.0,18.0,11.0,12,7,5,0
irvindi01c,1955,CHI,NHL,1,,70.0,19.0,39.0,12.0,,,,
ivanto01c,1947,DET,NHL,1,,60.0,30.0,18.0,12.0,10,4,6,0
ivanto01c,1948,DET,NHL,1,,60.0,34.0,19.0,7.0,11,4,7,0
ivanto01c,1949,DET,NHL,1,,70.0,37.0,19.0,14.0,14,8,6,0
ivanto01c,1950,DET,NHL,1,,70.0,44.0,13.0,13.0,6,2,4,0
ivanto01c,1951,DET,NHL,1,,70.0,44.0,14.0,12.0,8,8,0,0
ivanto01c,1952,DET,NHL,1,,70.0,36.0,16.0,18.0,6,2,4,0
ivanto01c,1953,DET,NHL,1,,70.0,37.0,19.0,14.0,12,8,4,0
ivanto01c,1956,CHI,NHL,1,,70.0,16.0,39.0,15.0,,,,
ivanto01c,1957,CHI,NHL,1,,33.0,10.0,17.0,6.0,,,,
iversem01c,1932,CHI,NHL,2,,21.0,8.0,7.0,6.0,,,,
johnsbo02c,1982,CAL,NHL,1,,80.0,32.0,34.0,14.0,9,4,5,0
johnsbo02c,1983,CAL,NHL,1,,80.0,34.0,32.0,14.0,11,6,5,0
johnsbo02c,1984,CAL,NHL,1,,80.0,41.0,27.0,12.0,4,1,3,0
johnsbo02c,1985,CAL,NHL,1,,80.0,40.0,31.0,9.0,22,12,10,0
johnsbo02c,1986,CAL,NHL,1,,80.0,46.0,31.0,3.0,6,2,4,0
johnsbo02c,1990,PIT,NHL,1,,80.0,41.0,33.0,6.0,24,16,8,0
johnsed01c,1979,CHI,NHL,1,,80.0,34.0,27.0,19.0,7,3,4,0
johnsed01c,1980,PIT,NHL,1,,80.0,30.0,37.0,13.0,5,2,3,0
johnsed01c,1981,PIT,NHL,1,,80.0,31.0,36.0,13.0,5,2,3,0
johnsed01c,1982,PIT,NHL,1,,80.0,18.0,53.0,9.0,,,,
johnsed01c,1993,PIT,NHL,1,,84.0,44.0,27.0,13.0,6,2,4,0
johnsed01c,1994,PIT,NHL,1,,48.0,29.0,16.0,3.0,12,5,7,0
johnsed01c,1995,PIT,NHL,1,,82.0,49.0,29.0,4.0,18,11,7,0
johnsed01c,1996,PIT,NHL,1,,62.0,31.0,26.0,5.0,,,,
johnsma01c,1973,CLF,NHL,2,,21.0,2.0,17.0,2.0,,,,
johnsma01c,1974,CLF,NHL,1,,48.0,11.0,28.0,9.0,,,,
johnsma01c,1981,COR,NHL,2,,56.0,15.0,32.0,9.0,,,,
johnsto01c,1970,BOS,NHL,1,,78.0,57.0,14.0,7.0,7,3,4,0
johnsto01c,1971,BOS,NHL,1,,78.0,54.0,13.0,11.0,15,12,3,0
johnsto01c,1972,BOS,NHL,1,,52.0,31.0,16.0,5.0,,,,
juliecl01c,2002,MTL,NHL,2,,36.0,12.0,21.0,3.0,,,,
juliecl01c,2003,MTL,NHL,1,,82.0,41.0,34.0,7.0,11,4,7,0
juliecl01c,2005,MTL,NHL,1,,41.0,19.0,16.0,6.0,,,,
juliecl01c,2006,NJD,NHL,1,,79.0,47.0,24.0,8.0,,,,
juliecl01c,2007,BOS,NHL,1,,82.0,41.0,29.0,12.0,7,3,4,0
juliecl01c,2008,BOS,NHL,1,,82.0,53.0,19.0,10.0,11,7,4,0
juliecl01c,2009,BOS,NHL,1,,82.0,39.0,30.0,13.0,13,7,6,0
juliecl01c,2010,BOS,NHL,1,,82.0,46.0,25.0,11.0,25,16,9,0
juliecl01c,2011,BOS,NHL,1,,82.0,49.0,29.0,4.0,7,3,4,0
kaspest01c,1995,BOS,NHL,1,,82.0,40.0,31.0,11.0,5,1,4,0
kaspest01c,1996,BOS,NHL,1,,82.0,26.0,47.0,9.0,,,,
keatsdu01c,1926,DTC,NHL,2,,11.0,2.0,7.0,2.0,,,,
keenami01c,1984,PHI,NHL,1,,80.0,53.0,20.0,7.0,19,12,7,0
keenami01c,1985,PHI,NHL,1,,80.0,53.0,23.0,4.0,5,2,3,0
keenami01c,1986,PHI,NHL,1,,80.0,46.0,26.0,8.0,26,15,11,0
keenami01c,1987,PHI,NHL,1,,80.0,38.0,33.0,9.0,7,3,4,0
keenami01c,1988,CHI,NHL,1,,80.0,27.0,41.0,12.0,16,9,7,0
keenami01c,1989,CHI,NHL,1,,80.0,41.0,33.0,6.0,20,10,10,0
keenami01c,1990,CHI,NHL,1,,80.0,49.0,23.0,8.0,6,2,4,0
keenami01c,1991,CHI,NHL,1,,80.0,36.0,29.0,15.0,18,12,6,0
keenami01c,1993,NYR,NHL,1,,84.0,52.0,24.0,8.0,23,16,7,0
keenami01c,1994,STL,NHL,1,,48.0,28.0,15.0,5.0,7,3,4,0
keenami01c,1995,STL,NHL,1,,82.0,32.0,34.0,16.0,13,7,6,0
keenami01c,1996,STL,NHL,1,,33.0,15.0,17.0,1.0,,,,
keenami01c,1997,VAN,NHL,2,,63.0,21.0,30.0,12.0,,,,
keenami01c,1998,VAN,NHL,1,,45.0,15.0,24.0,6.0,,,,
keenami01c,2000,BOS,NHL,2,,74.0,33.0,34.0,7.0,,,,
keenami01c,2001,FLO,NHL,2,,56.0,16.0,32.0,8.0,,,,
keenami01c,2002,FLO,NHL,1,,82.0,24.0,45.0,13.0,,,,
keenami01c,2003,FLO,NHL,1,,15.0,5.0,8.0,2.0,,,,
keenami01c,2007,CAL,NHL,1,,82.0,42.0,30.0,10.0,7,3,4,0
keenami01c,2008,CAL,NHL,1,,82.0,46.0,30.0,6.0,6,2,4,0
kehoeri01c,2001,PIT,NHL,2,,78.0,28.0,42.0,8.0,,,,
kehoeri01c,2002,PIT,NHL,1,,82.0,27.0,49.0,6.0,,,,
kelleja01c,1972,NEW,WHA,1,,78.0,46.0,30.0,2.0,15,12,3,0
kelleja01c,1974,NEW,WHA,2,,5.0,3.0,2.0,0.0,6,2,4,0
kelleja01c,1975,NEW,WHA,1,,33.0,14.0,16.0,3.0,,,,
kellypa01c,1976,BIR,WHA,2,,57.0,24.0,30.0,3.0,,,,
kellypa01c,1977,COR,NHL,1,,80.0,19.0,40.0,21.0,2,0,2,0
kellypa01c,1978,COR,NHL,1,,21.0,3.0,14.0,4.0,,,,
kellyre01c,1967,LAK,NHL,1,,74.0,31.0,33.0,10.0,7,3,4,0
kellyre01c,1968,LAK,NHL,1,,76.0,24.0,42.0,10.0,11,4,7,0
kellyre01c,1969,PIT,NHL,1,,76.0,26.0,38.0,12.0,10,6,4,0
kellyre01c,1970,PIT,NHL,1,,78.0,21.0,37.0,20.0,,,,
kellyre01c,1971,PIT,NHL,1,,78.0,26.0,38.0,14.0,4,0,4,0
kellyre01c,1972,PIT,NHL,1,,42.0,17.0,19.0,6.0,,,,
kellyre01c,1973,TOR,NHL,1,,78.0,35.0,27.0,16.0,4,0,4,0
kellyre01c,1974,TOR,NHL,1,,80.0,31.0,33.0,16.0,7,2,5,0
kellyre01c,1975,TOR,NHL,1,,80.0,34.0,31.0,15.0,10,5,5,0
kellyre01c,1976,TOR,NHL,1,,80.0,33.0,32.0,15.0,9,4,5,0
kennege01c,1910,MOC,NHA,1,,16.0,8.0,8.0,0.0,,,,
kennege01c,1915,MOC,NHA,1,,24.0,16.0,7.0,1.0,,,,
kennege01c,1916,MOC,NHA,1,,20.0,10.0,10.0,0.0,,,,
kinasra01c,1972,ALB,WHA,1,,78.0,38.0,37.0,3.0,,,,
kingda01c,1992,CAL,NHL,1,,84.0,43.0,30.0,11.0,6,2,4,0
kingda01c,1993,CAL,NHL,1,,84.0,42.0,29.0,13.0,7,3,4,0
kingda01c,1994,CAL,NHL,1,,48.0,24.0,17.0,7.0,7,3,4,0
kingda01c,2000,CBS,NHL,1,,82.0,28.0,45.0,9.0,,,,
kingda01c,2001,CBS,NHL,1,,82.0,22.0,52.0,8.0,,,,
kingda01c,2002,CBS,NHL,1,,40.0,14.0,22.0,4.0,,,,
kingsge01c,1991,SJS,NHL,1,,80.0,17.0,58.0,5.0,,,,
kingsge01c,1992,SJS,NHL,1,,84.0,11.0,71.0,2.0,,,,
kishla01c,1982,HAR,NHL,1,,49.0,12.0,32.0,5.0,,,,
kitchmi01c,2003,STL,NHL,2,,21.0,10.0,7.0,4.0,5,1,4,0
kitchmi01c,2005,STL,NHL,1,,82.0,21.0,46.0,15.0,,,,
kitchmi01c,2006,STL,NHL,1,,28.0,7.0,17.0,4.0,,,,
krommbo01c,1975,WIJ,WHA,1,,81.0,52.0,27.0,2.0,13,12,1,0
krommbo01c,1976,WIJ,WHA,1,,80.0,46.0,32.0,2.0,20,11,9,0
krommbo01c,1977,DET,NHL,1,,80.0,32.0,34.0,14.0,7,3,4,0
krommbo01c,1978,DET,NHL,1,,80.0,23.0,41.0,16.0,,,,
krommbo01c,1979,DET,NHL,1,,71.0,24.0,36.0,11.0,,,,
kurteor01c,1976,VAN,NHL,2,,45.0,16.0,19.0,10.0,,,,
kurteor01c,1977,VAN,NHL,1,,80.0,20.0,43.0,17.0,,,,
laforbi01c,1984,VAN,NHL,1,,20.0,4.0,14.0,2.0,,,,
lalonne01c,1917,MTL,NHL,1,,22.0,13.0,9.0,0.0,2,1,1,0
lalonne01c,1918,MTL,NHL,1,,18.0,10.0,8.0,0.0,10,6,3,1
lalonne01c,1919,MTL,NHL,1,,24.0,13.0,11.0,0.0,,,,
lalonne01c,1920,MTL,NHL,1,,24.0,13.0,11.0,0.0,,,,
lalonne01c,1921,MTL,NHL,1,,7.0,2.0,5.0,0.0,,,,
lalonne01c,1922,SAC,WCHL,1,,30.0,8.0,20.0,2.0,,,,
lalonne01c,1923,SAC,WCHL,1,,30.0,15.0,12.0,3.0,,,,
lalonne01c,1924,SAS,WCHL,1,,28.0,16.0,11.0,1.0,2,0,1,1
lalonne01c,1925,SAS,WCHL,1,,30.0,18.0,11.0,1.0,2,0,1,1
lalonne01c,1926,NYA,NHL,1,,44.0,17.0,25.0,2.0,,,,
lalonne01c,1929,OTS,NHL,1,,44.0,21.0,15.0,8.0,2,0,1,1
lalonne01c,1930,OTS,NHL,1,,44.0,10.0,30.0,4.0,,,,
lalonne01c,1932,MTL,NHL,1,,48.0,18.0,25.0,5.0,2,0,1,1
lalonne01c,1933,MTL,NHL,1,,48.0,22.0,20.0,6.0,2,0,1,1
lalonne01c,1934,MTL,NHL,1,,16.0,5.0,8.0,3.0,,,,
lamorlo01c,2005,NJD,NHL,2,,50.0,32.0,14.0,4.0,9,5,4,0
lamorlo01c,2006,NJD,NHL,2,,3.0,2.0,0.0,1.0,11,5,6,0
laperja01c,1995,MTL,NHL,2,,1.0,0.0,1.0,0.0,,,,
lapoiro01c,1987,QUE,NHL,2,,56.0,22.0,30.0,4.0,,,,
lapoiro01c,1988,QUE,NHL,1,,33.0,11.0,20.0,2.0,,,,
lavioja01c,1909,LES,NHA,1,,12.0,2.0,10.0,0.0,,,,
laviope01c,2001,NYI,NHL,1,,82.0,42.0,32.0,8.0,7,3,4,0
laviope01c,2002,NYI,NHL,1,,82.0,35.0,36.0,11.0,5,1,4,0
laviope01c,2003,CAR,NHL,2,,52.0,20.0,26.0,6.0,,,,
laviope01c,2005,CAR,NHL,1,,82.0,52.0,22.0,8.0,25,16,9,0
laviope01c,2006,CAR,NHL,1,,82.0,40.0,34.0,8.0,,,,
laviope01c,2007,CAR,NHL,1,,82.0,43.0,33.0,6.0,,,,
laviope01c,2008,CAR,NHL,1,,25.0,12.0,11.0,2.0,,,,
laviope01c,2009,PHI,NHL,2,,57.0,28.0,24.0,5.0,23,14,9,0
laviope01c,2010,PHI,NHL,1,,82.0,47.0,23.0,12.0,11,4,7,0
laviope01c,2011,PHI,NHL,1,,82.0,47.0,26.0,9.0,11,5,6,0
laycoha01c,1969,LAK,NHL,1,,24.0,5.0,18.0,1.0,,,,
laycoha01c,1970,VAN,NHL,1,,78.0,24.0,46.0,8.0,,,,
laycoha01c,1971,VAN,NHL,1,,78.0,20.0,50.0,8.0,,,,
leducbo01c,1974,TOT,WHA,2,,37.0,20.0,16.0,1.0,6,2,4,0
legergi01c,1975,TOT,WHA,2,,26.0,9.0,17.0,0.0,,,,
legergi01c,1976,BIR,WHA,1,,24.0,7.0,16.0,1.0,,,,
lehmahu01c,1927,CHI,NHL,2,,21.0,3.0,17.0,1.0,,,,
lemaija01c,1983,MTL,NHL,2,,17.0,7.0,10.0,0.0,15,9,6,0
lemaija01c,1984,MTL,NHL,1,,80.0,41.0,27.0,12.0,12,6,6,0
lemaija01c,1993,NJD,NHL,1,,84.0,47.0,25.0,12.0,20,11,9,0
lemaija01c,1994,NJD,NHL,1,,48.0,22.0,18.0,8.0,20,16,4,0
lemaija01c,1995,NJD,NHL,1,,82.0,37.0,33.0,12.0,,,,
lemaija01c,1996,NJD,NHL,1,,82.0,45.0,23.0,14.0,10,5,5,0
lemaija01c,1997,NJD,NHL,1,,82.0,48.0,23.0,11.0,6,2,4,0
lemaija01c,2000,MIN,NHL,1,,82.0,25.0,44.0,13.0,,,,
lemaija01c,2001,MIN,NHL,1,,82.0,26.0,44.0,12.0,,,,
lemaija01c,2002,MIN,NHL,1,,82.0,42.0,30.0,10.0,18,8,10,0
lemaija01c,2003,MIN,NHL,1,,82.0,30.0,32.0,20.0,,,,
lemaija01c,2005,MIN,NHL,1,,82.0,38.0,36.0,8.0,,,,
lemaija01c,2006,MIN,NHL,1,,82.0,48.0,26.0,8.0,5,1,4,0
lemaija01c,2007,MIN,NHL,1,,82.0,44.0,28.0,10.0,6,2,4,0
lemaija01c,2008,MIN,NHL,1,,82.0,40.0,33.0,9.0,,,,
lemaija01c,2009,NJD,NHL,1,,82.0,48.0,27.0,7.0,5,1,4,0
lemaija01c,2010,NJD,NHL,2,,49.0,29.0,17.0,3.0,,,,
lepinpi01c,1939,MTL,NHL,1,,48.0,10.0,33.0,5.0,,,,
lesuepe01c,1923,HAM,NHL,1,,10.0,3.0,7.0,0.0,,,,
